Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2013-05-24,2,1.4,17.4,0.0,,,WNW,22.0,S,WNW,7.0,7.0,75.0,40.0,1024.2,1021.8,,,7.8,17.0,No,No
2013-05-25,2,-0.2,16.3,0.0,,,W,22.0,,WNW,0.0,11.0,100.0,57.0,1026.6,1024.8,8.0,,4.6,15.8,No,No
2013-05-29,2,4.2,19.3,0.0,,,N,22.0,,SSE,0.0,7.0,100.0,57.0,1030.3,1026.1,7.0,1.0,7.8,19.0,No,No
2013-06-09,2,0.6,13.8,0.2,,,WNW,13.0,,ESE,0.0,7.0,100.0,71.0,1028.2,1024.6,,1.0,5.3,13.2,No,No
2013-06-24,2,2.0,13.1,0.0,,,SSE,26.0,,SSW,0.0,7.0,84.0,85.0,1026.9,1023.2,8.0,8.0,7.8,10.6,No,No
2013-07-02,2,7.4,16.0,0.6,,,WNW,26.0,NE,WNW,2.0,17.0,100.0,65.0,1025.8,1023.9,1.0,,11.2,15.7,No,No
2013-07-09,2,-0.5,12.6,0.0,,,SE,17.0,,SSW,0.0,6.0,90.0,55.0,1037.3,1033.3,,,5.2,12.2,No,No
2013-07-18,2,12.1,20.5,0.0,,,NNE,57.0,NE,NE,17.0,22.0,73.0,69.0,1019.1,1013.7,,1.0,16.1,19.1,No,Yes
2013-07-27,2,0.3,13.9,0.0,,,ENE,19.0,,SE,0.0,9.0,100.0,69.0,1030.1,1027.1,6.0,,5.1,13.4,No,No
2013-09-06,2,13.6,20.9,0.0,,,W,22.0,ESE,SW,7.0,7.0,82.0,61.0,1026.6,1023.4,8.0,8.0,16.7,20.8,No,No
2013-09-08,2,4.8,18.8,0.2,,,WNW,30.0,E,W,6.0,15.0,75.0,36.0,1027.2,1023.8,,,12.0,18.4,No,No
2013-09-09,2,7.9,23.4,0.0,,,W,52.0,E,NNE,7.0,17.0,73.0,47.0,1019.1,1010.2,,,12.6,22.0,No,No
2013-09-16,2,7.7,13.6,3.2,,,SE,30.0,SE,ESE,7.0,9.0,93.0,99.0,1012.7,1006.8,7.0,7.0,10.9,12.1,Yes,Yes
2013-09-21,2,5.2,17.6,0.4,,,WSW,26.0,N,W,4.0,13.0,100.0,47.0,1016.8,1014.1,8.0,,9.7,17.2,No,No
2013-10-08,2,5.6,20.6,0.0,,,WNW,31.0,ENE,NW,4.0,19.0,69.0,48.0,1016.6,1016.1,,4.0,13.4,19.7,No,No
2013-10-13,2,6.8,24.7,0.0,,,W,61.0,,W,0.0,35.0,70.0,61.0,1001.9,1001.6,,8.0,14.6,17.0,No,Yes
2013-10-18,2,0.8,18.9,0.0,,,E,22.0,SE,NNW,6.0,11.0,72.0,40.0,1027.1,1025.3,,,8.6,17.9,No,No
2013-10-22,2,16.0,26.2,2.8,,,NW,52.0,,ENE,0.0,24.0,81.0,60.0,1011.1,1007.4,,2.0,19.1,25.7,Yes,Yes
2013-10-29,2,9.4,22.6,0.0,,,SSE,46.0,SE,SSE,24.0,17.0,54.0,48.0,1009.6,1011.3,,8.0,17.9,19.9,No,No
2013-11-24,2,8.6,26.1,0.0,,,SE,50.0,WSW,SW,9.0,19.0,58.0,29.0,1008.1,1005.7,,2.0,16.5,24.5,No,No
2013-11-30,2,9.0,27.5,0.0,,,WNW,26.0,SSE,E,17.0,7.0,41.0,16.0,1018.9,1017.1,,,16.2,24.9,No,No
2013-12-01,2,9.9,30.4,0.0,,,E,33.0,ENE,WNW,20.0,13.0,46.0,23.0,1022.9,1019.8,,,20.6,29.1,No,No
2013-12-21,2,23.7,40.5,0.0,,,WNW,54.0,SSE,NW,19.0,33.0,40.0,12.0,1012.0,1008.0,,,26.9,38.8,No,No
2013-12-24,2,11.6,29.1,13.0,,,SSE,20.0,E,SW,6.0,9.0,75.0,24.0,1017.8,1015.2,,,17.6,26.6,Yes,No
2013-12-25,2,15.7,29.1,0.0,,,NNE,28.0,E,N,2.0,9.0,64.0,44.0,1016.0,1013.3,,,20.3,26.3,No,No
2013-12-28,2,14.4,37.1,0.0,,,W,39.0,SE,NW,6.0,15.0,57.0,18.0,1008.3,1003.7,,,23.2,34.7,No,No
2014-01-13,2,17.1,39.0,0.0,,,ESE,46.0,NE,NNE,11.0,7.0,46.0,17.0,1017.6,1013.8,,,26.4,36.9,No,No
2014-01-22,2,15.8,33.3,0.0,,,ESE,39.0,SSE,SSE,20.0,19.0,43.0,20.0,1016.7,1014.7,,,21.4,31.0,No,No
2014-01-28,2,16.4,36.6,0.0,,,N,31.0,S,NE,7.0,11.0,63.0,22.0,1018.4,1013.4,,,22.7,34.5,No,No
2014-02-02,2,20.7,41.1,0.0,,,NNE,28.0,SSE,S,7.0,15.0,43.0,14.0,1010.1,1006.7,,,27.5,39.7,No,No
2014-02-07,2,16.7,36.8,0.0,,,SSW,37.0,SE,NE,7.0,9.0,57.0,18.0,1014.5,1011.4,,,23.1,34.9,No,No
2014-02-10,2,18.6,36.8,0.0,,,W,28.0,SSE,WSW,15.0,15.0,46.0,19.0,1015.2,1012.3,,,23.5,35.1,No,No
2014-02-11,2,13.9,36.9,0.0,,,SW,30.0,SE,W,9.0,19.0,56.0,17.0,1014.5,1010.6,,,20.2,35.0,No,No
2014-02-15,2,19.2,23.1,21.8,,,E,20.0,ENE,E,13.0,13.0,99.0,98.0,998.9,994.8,8.0,8.0,20.1,22.0,Yes,Yes
2014-02-25,2,14.8,34.6,0.0,,,WNW,54.0,SSE,N,2.0,20.0,63.0,23.0,1014.3,1008.9,,6.0,20.6,32.1,No,No
2014-02-26,2,17.5,31.4,0.0,,,WSW,41.0,,NNW,0.0,19.0,74.0,45.0,1009.5,1008.1,,8.0,20.2,30.1,No,No
2014-03-22,2,14.0,25.5,4.4,,,W,24.0,,W,0.0,15.0,85.0,30.0,1017.1,1016.2,,,18.0,23.9,Yes,No
2014-04-03,2,17.6,21.6,1.6,,,WSW,17.0,,SE,0.0,9.0,94.0,81.0,1016.7,1016.9,8.0,8.0,19.1,21.0,Yes,Yes
2014-04-09,2,15.8,18.2,5.0,,,SE,20.0,SSE,S,9.0,7.0,96.0,85.0,1021.2,1018.4,8.0,8.0,16.1,17.9,Yes,Yes
2014-04-10,2,15.7,17.6,12.4,,,E,20.0,ESE,E,11.0,13.0,100.0,100.0,1015.2,1010.5,8.0,8.0,16.5,17.3,Yes,Yes
2014-04-11,2,16.4,24.0,66.2,,,SSW,30.0,S,W,7.0,15.0,100.0,68.0,1007.2,1005.8,8.0,8.0,17.5,23.7,Yes,No
2014-04-25,2,5.3,22.5,0.0,,,NNW,22.0,S,NNE,2.0,11.0,71.0,51.0,1021.6,1015.4,,1.0,11.2,22.4,No,No
2014-05-12,2,6.1,19.3,0.0,,,ESE,13.0,ESE,SE,2.0,9.0,100.0,66.0,1031.5,1029.1,5.0,,8.8,18.2,No,No
2014-05-15,2,6.1,18.5,0.0,,,SSE,15.0,SSE,SE,2.0,11.0,99.0,62.0,1028.2,1025.3,8.0,8.0,10.7,18.1,No,No
2014-05-30,2,6.7,18.5,0.0,,,SE,15.0,,ESE,0.0,6.0,84.0,59.0,1026.9,1023.9,1.0,,10.7,17.7,No,No
2014-06-02,2,10.1,15.8,2.2,,,NW,26.0,ENE,WNW,7.0,11.0,99.0,79.0,1018.9,1016.8,8.0,2.0,11.4,15.2,Yes,No
2014-06-06,2,4.7,16.0,0.2,,,SE,20.0,,SSE,0.0,9.0,82.0,54.0,1029.5,1027.3,,,9.7,15.5,No,No
2014-06-29,2,6.4,10.7,5.0,,,NNW,56.0,NW,WNW,22.0,20.0,98.0,84.0,1004.9,1006.3,8.0,8.0,7.5,10.4,Yes,Yes
2014-07-03,2,4.7,13.9,0.0,,,ENE,13.0,,NE,0.0,2.0,100.0,68.0,1028.8,1024.8,7.0,1.0,6.1,13.4,No,No
2014-07-04,2,3.6,13.9,0.2,,,NNE,22.0,E,N,7.0,15.0,100.0,67.0,1021.8,1017.0,8.0,1.0,4.1,13.0,No,Yes
2014-08-02,2,-1.1,11.5,2.2,,,W,24.0,E,NW,4.0,7.0,89.0,56.0,1029.1,1029.7,,,3.2,11.2,Yes,No
2014-08-13,2,-1.5,14.6,0.0,,,SSE,24.0,S,S,6.0,11.0,76.0,42.0,1035.0,1032.3,,,4.5,13.5,No,No
2014-08-14,2,-0.7,16.2,0.0,,,SE,13.0,,SE,0.0,4.0,79.0,48.0,1035.9,1032.8,,,6.1,15.6,No,No
2014-09-04,2,0.2,16.3,0.0,,,WSW,24.0,SE,SSW,2.0,9.0,70.0,49.0,1020.1,1017.2,5.0,7.0,8.2,15.5,No,No
2014-09-16,2,7.8,19.0,0.0,,,W,37.0,NNW,N,13.0,11.0,68.0,64.0,1009.7,1008.4,3.0,8.0,13.6,18.1,No,No
2014-09-17,2,6.8,16.1,0.2,,,W,48.0,WNW,WNW,9.0,28.0,74.0,54.0,1015.0,1013.9,3.0,5.0,11.7,14.7,No,No
2014-09-25,2,12.7,21.8,41.0,,,W,30.0,SSE,NE,17.0,7.0,93.0,60.0,1013.1,1012.8,8.0,2.0,13.5,21.0,Yes,No
2014-09-26,2,6.8,17.8,0.6,,,NW,28.0,E,NE,9.0,6.0,93.0,67.0,1018.2,1016.9,8.0,1.0,10.1,16.6,No,No
2014-10-04,2,5.8,23.5,0.0,,,N,24.0,E,NW,6.0,11.0,73.0,43.0,1019.3,1015.6,,,15.3,22.5,No,No
2014-10-18,2,5.3,23.1,0.0,,,SE,39.0,SE,NE,9.0,9.0,75.0,37.0,1029.1,1025.5,,,12.8,22.4,No,No
2014-10-20,2,10.7,26.9,0.0,,,SE,31.0,SE,SSE,19.0,11.0,58.0,38.0,1024.8,1022.6,,,18.1,25.6,No,No
2014-10-30,2,8.9,29.0,1.8,,,W,35.0,E,WSW,6.0,20.0,67.0,24.0,1015.8,1012.0,,,16.1,27.7,Yes,No
2014-10-31,2,9.1,33.8,0.0,,,NW,39.0,SE,NNW,7.0,7.0,60.0,19.0,1012.0,1005.2,,8.0,17.0,31.9,No,No
2014-11-03,2,5.8,24.4,0.0,,,SSE,24.0,S,S,9.0,11.0,65.0,20.0,1024.4,1021.2,,,13.4,22.8,No,No
2014-11-20,2,11.8,34.6,0.0,,,WSW,56.0,SSE,NNW,6.0,22.0,57.0,13.0,1012.7,1006.2,5.0,7.0,18.7,33.0,No,No
2014-11-22,2,12.6,33.2,0.0,,,W,35.0,ESE,W,9.0,15.0,58.0,21.0,1013.0,1010.1,,2.0,20.1,32.7,No,No
2014-12-20,2,11.1,30.0,0.0,,,S,26.0,SE,W,6.0,13.0,51.0,28.0,1017.2,1014.2,,,18.7,27.9,No,No
2015-01-04,2,26.0,33.1,0.0,,,NNE,41.0,ESE,W,7.0,7.0,46.0,37.0,1013.6,1012.1,8.0,5.0,27.4,30.9,No,No
2015-01-17,2,15.8,27.6,0.0,,,WNW,48.0,W,WNW,19.0,20.0,57.0,35.0,1010.0,1008.8,,,19.9,25.7,No,No
2015-01-22,2,17.7,33.7,0.0,,,NE,24.0,SE,NNE,7.0,9.0,64.0,37.0,1012.7,1008.2,,1.0,24.0,31.6,No,No
2015-01-25,2,18.0,26.9,0.2,,,NW,46.0,WNW,W,19.0,22.0,50.0,31.0,1005.6,1005.2,,,21.5,25.9,No,No
2015-02-07,2,16.9,33.5,0.0,,,WNW,43.0,NE,SSW,13.0,17.0,53.0,26.0,1023.8,1019.6,,,24.1,32.0,No,No
2015-02-19,2,18.0,33.1,6.0,,,N,35.0,E,N,7.0,20.0,79.0,36.0,1018.6,1015.0,,3.0,22.2,31.5,Yes,No
2015-03-04,2,12.7,30.4,0.0,,,WNW,37.0,SE,W,6.0,22.0,51.0,13.0,1014.2,1010.7,,,17.6,29.3,No,No
2015-03-06,2,11.2,22.3,0.0,,,WNW,43.0,WSW,WNW,15.0,7.0,55.0,49.0,1011.5,1010.0,8.0,8.0,14.7,20.0,No,No
2015-03-07,2,10.0,25.2,0.0,,,W,30.0,SE,NW,2.0,15.0,74.0,48.0,1012.6,1010.3,,8.0,15.0,22.3,No,No
2015-04-13,2,8.3,25.5,0.0,,,SSW,20.0,SE,W,11.0,9.0,64.0,35.0,1022.7,1018.8,,,15.4,24.7,No,No
2015-04-28,2,3.6,18.5,0.0,,,SSE,22.0,,NE,0.0,6.0,77.0,38.0,1027.3,1025.1,,,11.1,17.8,No,No
2015-04-29,2,4.4,19.6,0.0,,,SE,33.0,SSE,ESE,9.0,6.0,70.0,35.0,1031.0,1027.8,,,11.5,18.9,No,No
2015-04-30,2,4.7,20.9,0.0,,,SE,22.0,,SE,0.0,13.0,74.0,42.0,1031.2,1027.2,4.0,,11.4,20.0,No,No
2015-05-05,2,5.5,20.5,0.0,,,NW,65.0,SSE,WNW,6.0,35.0,86.0,36.0,1005.9,1005.2,8.0,8.0,11.9,17.6,No,No
2015-05-06,2,2.7,15.5,0.0,,,WNW,41.0,W,WNW,13.0,19.0,73.0,55.0,1017.9,1017.0,,7.0,9.1,14.3,No,No
2015-05-13,2,4.5,13.5,0.6,,,W,43.0,W,WSW,19.0,31.0,79.0,48.0,1020.8,1022.4,5.0,2.0,6.1,11.8,No,No
2015-05-26,2,2.0,13.8,0.0,,,ESE,13.0,,ESE,0.0,2.0,77.0,68.0,1030.9,1026.9,,8.0,6.9,13.2,No,No
2015-06-10,2,-1.0,13.4,0.0,,,SE,22.0,,SE,0.0,9.0,85.0,51.0,1033.4,1032.0,,,4.7,13.2,No,No
2015-06-29,2,0.4,15.0,0.0,,,E,15.0,SSE,SSE,7.0,6.0,99.0,66.0,1034.3,1030.1,8.0,,3.3,12.8,No,No
2015-07-17,2,-1.4,11.5,0.2,,,W,31.0,WNW,WSW,6.0,20.0,88.0,66.0,1019.1,1019.3,,3.0,3.6,10.4,No,No
2015-08-07,2,5.0,12.6,1.4,,,WNW,52.0,ENE,W,9.0,9.0,100.0,67.0,1025.6,1023.7,8.0,8.0,7.6,12.1,Yes,No
2015-08-31,2,2.2,15.0,0.0,,,W,24.0,,NW,0.0,15.0,72.0,53.0,1020.1,1016.8,,,8.3,14.8,No,No
2015-09-04,2,3.4,17.5,1.2,,,WNW,24.0,SE,WNW,6.0,13.0,82.0,57.0,1023.3,1021.0,,3.0,9.8,15.5,Yes,No
2015-09-06,2,5.2,16.4,0.0,,,N,33.0,SW,N,6.0,22.0,90.0,58.0,1022.8,1018.7,8.0,3.0,8.7,16.0,No,Yes
2015-09-07,2,8.2,13.6,1.6,,,WSW,50.0,W,WNW,15.0,28.0,76.0,53.0,1019.6,1018.0,8.0,2.0,9.9,12.7,Yes,No
2015-09-10,2,4.9,19.0,0.2,,,ESE,28.0,S,E,7.0,7.0,69.0,43.0,1031.7,1029.5,,,10.8,17.2,No,No
2015-09-20,2,5.6,21.5,0.0,,,ENE,22.0,E,NE,7.0,11.0,74.0,52.0,1023.9,1019.7,,2.0,13.5,20.4,No,No
2015-09-28,2,4.8,22.6,0.0,,,NNW,37.0,E,NNW,7.0,15.0,75.0,37.0,1020.8,1016.5,,,13.2,22.1,No,No
2015-09-30,2,3.1,19.7,0.0,,,E,20.0,SSE,NE,7.0,9.0,64.0,32.0,1022.8,1020.4,,,12.2,19.0,No,No
2015-10-06,2,10.0,34.1,0.0,,,NNW,48.0,SSE,NNW,7.0,31.0,73.0,14.0,1020.4,1016.5,,,17.4,33.4,No,No
2015-10-08,2,10.2,23.1,0.0,,,E,17.0,S,SSE,7.0,11.0,66.0,53.0,1035.2,1032.2,7.0,7.0,14.8,20.6,No,No
2015-10-13,2,8.7,24.2,0.0,,,NE,39.0,SE,SE,19.0,13.0,60.0,45.0,1022.0,1020.0,,,16.0,22.9,No,No
2015-10-15,2,10.5,32.4,0.0,,,NNW,39.0,SE,NNE,7.0,11.0,72.0,32.0,1023.6,1018.8,,,19.1,31.1,No,No
2015-10-17,2,16.0,29.0,0.0,,,WSW,33.0,SE,W,6.0,20.0,82.0,46.0,1023.0,1022.8,8.0,8.0,19.1,25.3,No,No
2015-11-21,2,12.4,26.6,0.0,,,WSW,33.0,W,SE,13.0,9.0,53.0,30.0,1017.9,1016.1,,,17.2,24.9,No,No
2015-11-22,2,9.6,28.3,0.0,,,NNE,30.0,NE,WNW,13.0,11.0,58.0,31.0,1017.7,1013.1,,,19.1,27.2,No,No
2015-11-28,2,8.1,28.3,0.0,,,W,30.0,E,NNW,9.0,7.0,57.0,25.0,1017.3,1012.7,,,16.5,26.7,No,No
2015-12-06,2,17.9,36.5,0.0,,,SW,33.0,SE,S,7.0,17.0,45.0,16.0,1018.1,1014.0,,8.0,25.5,34.5,No,No
2015-12-10,2,14.2,31.5,0.0,,,W,46.0,NE,W,4.0,31.0,54.0,21.0,1013.9,1010.4,,2.0,22.5,29.9,No,No
2015-12-22,2,17.0,30.3,0.0,,,N,43.0,SE,SW,17.0,11.0,53.0,36.0,1020.6,1016.8,,8.0,21.2,28.1,No,No
2016-01-05,2,15.5,22.9,6.8,,,ENE,31.0,SE,SSE,6.0,9.0,92.0,63.0,1016.3,1013.9,8.0,8.0,17.2,22.2,Yes,No
2016-01-26,2,18.7,34.2,0.0,,,SE,31.0,SE,SSE,19.0,11.0,48.0,33.0,1015.7,1012.3,,1.0,23.3,32.0,No,Yes
2016-01-27,2,18.5,25.7,19.4,,,W,37.0,ESE,E,9.0,17.0,96.0,65.0,1014.9,1010.5,8.0,8.0,18.9,23.2,Yes,Yes
2016-02-09,2,18.8,35.0,0.0,,,NE,28.0,E,NNE,9.0,11.0,54.0,31.0,1019.0,1015.6,,,24.8,33.3,No,No
2016-02-21,2,13.6,34.4,0.0,,,NNW,33.0,SSE,NW,9.0,11.0,60.0,22.0,1023.6,1020.5,,,19.8,33.5,No,No
2016-02-27,2,14.7,33.1,0.0,,,SW,30.0,SE,SSW,7.0,13.0,58.0,28.0,1018.7,1015.6,,,20.9,32.3,No,No
2016-02-29,2,15.4,32.3,0.0,,,SSW,24.0,ESE,S,6.0,15.0,56.0,34.0,1019.5,1016.5,,,21.6,30.3,No,No
2016-03-11,2,20.0,32.3,0.6,,,W,46.0,E,NE,9.0,20.0,70.0,43.0,1017.5,1015.1,2.0,8.0,24.5,30.6,No,Yes
2016-04-04,2,9.7,28.8,0.0,,,SE,20.0,SE,S,11.0,9.0,59.0,35.0,1022.2,1016.5,,,17.3,27.1,No,No
2016-04-05,2,10.5,31.8,0.0,,,N,35.0,ENE,NNW,9.0,22.0,65.0,23.0,1017.0,1011.9,,,18.8,31.0,No,No
2016-04-23,2,9.4,22.7,0.0,,,ESE,28.0,ESE,SE,20.0,13.0,49.0,24.0,1027.4,1024.9,,,14.5,22.0,No,No
2016-04-26,2,6.1,25.4,0.0,,,E,17.0,,S,0.0,9.0,66.0,31.0,1030.5,1025.7,,,14.2,24.4,No,No
2016-04-30,2,16.8,23.4,8.6,,,N,30.0,NNE,N,2.0,19.0,100.0,64.0,1018.1,1015.1,8.0,8.0,17.9,22.5,Yes,Yes
2016-05-15,2,9.5,22.1,0.0,,,NW,30.0,E,W,4.0,20.0,86.0,49.0,1017.7,1015.6,,,15.3,21.3,No,No
2016-05-19,2,8.3,17.3,0.0,,,WNW,39.0,,WNW,0.0,17.0,82.0,63.0,1019.7,1016.5,8.0,8.0,12.1,16.4,No,No
2016-06-09,2,11.4,15.7,7.2,,,N,48.0,NNW,WNW,17.0,13.0,80.0,78.0,1005.5,1006.7,8.0,8.0,14.2,13.5,Yes,Yes
2016-06-17,2,4.1,15.9,7.6,,,NNW,24.0,N,WNW,13.0,9.0,97.0,83.0,1014.7,1013.5,8.0,8.0,12.9,14.8,Yes,No
2016-07-09,2,7.0,15.8,2.0,,,NE,13.0,,NNE,0.0,9.0,100.0,76.0,1025.5,1023.1,8.0,8.0,9.0,13.9,Yes,No
2016-07-16,2,-0.4,14.0,0.2,,,E,17.0,,SSE,0.0,7.0,100.0,65.0,1033.9,1030.2,,,4.5,13.1,No,No
2016-07-18,2,2.1,13.4,0.0,,,E,13.0,,SE,0.0,2.0,100.0,96.0,1026.2,1022.6,,8.0,7.3,11.8,No,Yes
2016-07-19,2,7.3,15.2,5.0,,,NNW,17.0,S,NE,7.0,7.0,100.0,88.0,1023.3,1021.8,8.0,8.0,10.9,14.0,Yes,No
2016-08-19,2,9.3,16.4,0.0,,,NNE,52.0,NNE,NNW,30.0,24.0,58.0,80.0,1012.9,1009.7,8.0,7.0,15.0,13.2,No,Yes
2016-08-31,2,10.6,18.4,22.0,,,N,43.0,W,W,15.0,20.0,100.0,66.0,1015.9,1015.4,7.0,6.0,13.9,16.7,Yes,No
2016-09-02,2,6.1,13.9,0.2,,,SSE,37.0,S,E,6.0,7.0,87.0,76.0,1012.1,1005.6,,8.0,10.1,13.5,No,Yes
2016-09-03,2,9.6,16.6,33.6,,,WNW,48.0,W,W,15.0,31.0,90.0,60.0,1003.4,1008.8,6.0,1.0,11.4,15.1,Yes,No
2016-09-20,2,5.3,14.9,0.0,,,ENE,26.0,ENE,NE,13.0,13.0,74.0,59.0,1018.1,1015.4,,4.0,11.8,14.3,No,Yes
2016-10-19,2,4.7,16.2,2.6,,,WNW,37.0,W,W,13.0,17.0,73.0,48.0,1020.6,1020.6,,2.0,10.0,15.9,Yes,No
2016-10-31,2,5.1,17.0,1.0,,,W,52.0,W,WNW,15.0,17.0,67.0,41.0,1015.9,1014.7,,4.0,9.0,14.8,No,No
2016-11-21,2,19.2,36.2,0.8,,,N,54.0,S,N,11.0,20.0,66.0,22.0,1015.6,1010.6,,,23.6,35.3,No,No
2016-11-27,2,9.3,28.1,0.0,,,NNW,22.0,ESE,NNE,7.0,19.0,67.0,34.0,1016.7,1014.1,,,18.0,26.7,No,No
2016-12-10,2,7.5,26.9,0.0,,,S,30.0,SSE,SSW,6.0,13.0,56.0,32.0,1021.6,1018.6,,,15.9,25.2,No,No
2016-12-24,2,17.5,34.0,0.0,,,NE,48.0,NE,WNW,20.0,11.0,49.0,69.0,1013.6,1011.7,7.0,4.0,27.8,23.5,No,Yes
2017-01-01,2,15.5,31.6,0.0,,,WSW,39.0,E,W,9.0,24.0,63.0,25.0,1005.1,1004.1,,,23.4,31.4,No,No
2017-01-12,2,14.5,35.0,0.0,,,S,20.0,SE,SSE,6.0,9.0,57.0,20.0,1010.6,1007.5,,,22.4,32.8,No,No
2017-01-22,2,14.6,32.9,0.0,,,SE,28.0,SE,SSE,11.0,15.0,61.0,31.0,1015.3,1011.4,,,21.5,31.0,No,No
2017-01-29,2,16.8,38.5,0.0,,,WNW,39.0,ESE,W,7.0,20.0,50.0,12.0,1015.3,1012.3,,,24.3,37.1,No,No
2017-02-02,2,11.9,28.1,0.0,,,W,52.0,,WSW,0.0,17.0,65.0,26.0,1014.9,1013.5,,,16.9,26.8,No,No
2017-02-08,2,20.0,35.8,0.0,,,NNE,39.0,ESE,NNE,17.0,19.0,49.0,33.0,1020.1,1016.0,,7.0,24.9,33.6,No,No
2017-02-17,2,17.5,32.0,0.0,,,NW,37.0,SE,NNW,6.0,13.0,53.0,37.0,1008.3,1007.1,,1.0,23.3,28.9,No,No
2017-02-18,2,13.9,25.1,1.0,,,W,44.0,WSW,WNW,15.0,26.0,62.0,28.0,1008.6,1007.7,,,18.8,24.0,No,No
2017-02-24,2,15.1,33.6,0.0,,,WSW,52.0,SSE,W,9.0,22.0,52.0,16.0,1019.4,1016.2,,,20.6,32.9,No,No
2017-03-11,2,14.3,32.5,0.0,,,SE,22.0,S,ENE,2.0,9.0,49.0,23.0,1013.6,1009.3,,3.0,20.5,31.6,No,No
2017-03-16,2,20.9,31.5,0.0,,,NNE,35.0,ENE,W,9.0,17.0,56.0,48.0,1012.2,1010.0,,2.0,25.5,28.2,No,No
2017-04-05,2,9.1,24.2,0.0,,,SSE,19.0,,S,0.0,7.0,63.0,34.0,1027.6,1022.5,,,15.0,23.1,No,No
2017-04-14,2,7.8,24.2,0.0,,,WNW,31.0,,W,0.0,19.0,76.0,33.0,1023.3,1019.5,,,15.2,23.9,No,No
2017-04-17,2,8.6,24.8,0.0,,,SSE,20.0,SSE,SSE,6.0,15.0,71.0,42.0,1022.6,1019.2,,,14.9,24.5,No,No
2017-04-20,2,9.7,26.3,0.0,,,ENE,26.0,ESE,SE,6.0,6.0,75.0,36.0,1029.5,1024.5,,,16.2,24.9,No,No
2017-04-21,2,14.5,17.6,1.0,,,N,17.0,SE,NNE,9.0,11.0,95.0,89.0,1025.6,1024.7,8.0,8.0,15.0,16.5,No,Yes
2017-05-07,2,4.1,16.1,0.0,,,WSW,35.0,W,WSW,11.0,20.0,70.0,39.0,1027.9,1026.9,,1.0,9.3,15.0,No,No
2017-05-14,2,7.7,18.2,0.0,,,SE,20.0,ESE,ESE,6.0,9.0,82.0,59.0,1022.5,1019.7,7.0,1.0,10.9,18.2,No,No
2017-05-19,2,9.8,15.3,0.0,,,ENE,31.0,SSE,SE,9.0,13.0,70.0,100.0,1021.8,1018.8,8.0,8.0,14.8,13.7,No,Yes
2017-05-20,2,11.2,19.2,18.6,,,NNW,19.0,S,NNW,2.0,9.0,100.0,57.0,1018.6,1017.3,8.0,,13.2,18.9,Yes,No
2017-06-01,2,-1.1,14.5,0.0,,,W,15.0,,SSE,0.0,6.0,90.0,48.0,1036.5,1034.3,1.0,,3.3,12.7,No,No
2017-06-20,2,1.2,14.9,0.2,,,ESE,11.0,SW,SE,4.0,2.0,100.0,66.0,1030.6,1027.2,8.0,,3.4,14.0,No,No
2017-06-21,2,1.2,15.2,0.4,,,ENE,15.0,,NNE,0.0,2.0,100.0,62.0,1029.4,1026.7,8.0,,2.9,14.3,No,No
2017-06-25,2,3.9,10.9,0.0,,,NNW,28.0,S,,6.0,0.0,88.0,82.0,1020.5,1018.8,7.0,8.0,6.4,8.8,No,Yes
2009-01-01,4,13.3,34.2,0.0,,,W,61.0,NNE,,11.0,,67.0,,1005.6,,,,21.0,,No,No
2009-01-09,4,14.8,22.4,0.4,,,E,33.0,SSE,E,15.0,19.0,65.0,46.0,1020.6,1018.8,,,17.6,21.1,No,No
2009-01-14,4,15.9,39.9,0.0,,,ENE,50.0,ENE,NE,6.0,13.0,70.0,21.0,1014.7,1009.6,,,23.9,39.2,No,No
2009-02-04,4,20.6,32.6,0.0,,,E,35.0,ESE,NNE,2.0,17.0,72.0,46.0,1011.9,1008.3,,,24.2,32.0,No,No
2009-02-13,4,14.3,21.1,1.0,,,ESE,44.0,SW,SE,11.0,26.0,89.0,51.0,1025.7,1024.7,,,16.0,20.4,No,Yes
2009-02-18,4,17.0,27.4,9.8,,,SW,33.0,WSW,S,24.0,15.0,89.0,61.0,1011.1,1008.8,,,19.3,24.9,Yes,No
2009-02-19,4,16.6,31.2,0.0,,,SE,31.0,NNW,NNE,11.0,19.0,78.0,46.0,1008.2,1004.9,,,21.9,30.2,No,No
2009-03-06,4,8.6,25.4,0.0,,,E,35.0,SW,NE,9.0,9.0,76.0,39.0,1013.8,1010.8,,,14.8,24.2,No,No
2009-03-10,4,16.9,25.9,0.8,,,ENE,35.0,SSW,ENE,4.0,22.0,96.0,55.0,1022.2,1020.8,,,19.6,25.0,No,No
2009-03-15,4,15.1,30.4,24.6,,,WNW,37.0,,NNE,0.0,9.0,99.0,49.0,1010.8,1007.3,,,19.0,29.1,Yes,No
2009-03-29,4,11.3,26.4,0.0,,,E,31.0,E,NE,7.0,11.0,96.0,45.0,1023.9,1021.0,,,15.0,25.8,No,No
2009-04-02,4,18.6,24.9,15.4,,,E,31.0,SE,E,11.0,20.0,97.0,69.0,1023.7,1021.6,,,20.2,24.1,Yes,Yes
